PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP,PPP
188,185,185,190,175,188,196,188,180,183,198,183,193,188,183,193,183,206,185,188,198,193,190,188,178,185,185,190,185,190,193,196,203,183,178,183,183,188,190,183,185,178,193,178,183,190,180,190,178,183,180,185,175,190,193,188,208,188,185,190,193,185,180,188,188,168,178,183,196,183,180,196,188,185,173,188,185,188,183,190,183,180,175,180,175,188,183,178,183,198,183,188,198,188,196,178,178,190,173,193
